1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,target,n
23,21,96,30,47,75,93,75,26,20,16,10,20,55,37,0,0,0,0,0,28.68731662,15
9,64,39,43,88,11,61,60,38,94,98,84,85,73,44,0,0,0,0,0,25.5408941,15
73,16,37,74,84,91,98,29,76,64,61,36,68,93,100,0,0,0,0,0,23.67067561,15
15,99,89,36,10,78,62,15,39,84,23,75,17,73,13,0,0,0,0,0,18.99493802,15
36,16,26,33,35,25,46,63,76,50,24,23,7,8,94,0,0,0,0,0,25.84241958,15
89,75,23,85,88,34,96,97,90,26,40,4,100,11,15,0,0,0,0,0,23.54385079,15
50,85,93,65,10,66,42,75,58,86,70,4,66,51,2,0,0,0,0,0,18.63095063,15
47,30,46,68,43,85,30,67,75,49,90,48,78,78,95,0,0,0,0,0,20.10370377,15
87,80,69,18,24,4,35,92,15,14,5,46,15,49,78,0,0,0,0,0,21.88391357,15
80,37,44,80,22,2,10,86,43,100,82,11,76,8,57,0,0,0,0,0,23.63608277,15
10,85,45,11,18,18,33,45,93,75,76,7,42,72,93,0,0,0,0,0,25.7502525,15
14,63,98,82,62,1,7,76,43,67,18,86,75,14,86,0,0,0,0,0,18.64504245,15
84,90,95,94,86,71,49,20,75,71,80,69,61,57,61,0,0,0,0,0,31.66937295,15
86,79,84,32,50,82,27,90,67,37,31,24,40,64,35,0,0,0,0,0,19.09278288,15
18,23,16,21,5,43,29,14,34,24,63,98,18,39,28,0,0,0,0,0,22.52482553,15
88,48,75,72,54,100,39,79,90,54,62,49,38,27,81,0,0,0,0,0,25.96055986,15
39,7,86,19,33,44,16,51,49,58,56,69,71,56,19,0,0,0,0,0,25.00336421,15
69,50,71,26,55,27,32,44,66,55,46,55,74,29,61,0,0,0,0,0,17.90090937,15
99,48,48,65,99,69,66,58,84,26,81,84,37,74,84,0,0,0,0,0,23.73705879,15
64,73,30,33,83,95,26,16,80,92,64,29,100,73,93,0,0,0,0,0,24.53464138,15
54,18,81,22,47,87,63,68,96,54,28,2,95,16,64,0,0,0,0,0,24.70781207,15
2,70,54,9,53,35,92,73,50,91,83,34,28,73,53,0,0,0,0,0,24.84542844,15
37,40,5,5,5,57,82,87,21,76,75,12,19,49,45,0,0,0,0,0,21.15110084,15
69,39,51,60,26,94,96,21,27,20,11,12,33,44,94,0,0,0,0,0,26.77788318,15
26,86,88,90,6,99,99,24,83,96,46,98,84,80,31,0,0,0,0,0,20.73307002,15
46,5,57,80,53,70,92,47,43,67,45,77,34,45,51,0,0,0,0,0,26.82711549,15
12,18,23,57,99,50,75,55,25,34,11,22,91,99,86,0,0,0,0,0,22.8896066,15
63,68,18,33,8,69,2,88,59,9,100,92,88,53,77,0,0,0,0,0,24.82649577,15
61,32,67,52,20,13,39,75,30,16,21,81,79,58,64,0,0,0,0,0,23.44614184,15
26,68,79,29,98,30,11,77,54,72,14,29,3,85,82,0,0,0,0,0,21.87132225,15
65,83,62,40,16,13,23,43,20,14,35,7,79,86,60,0,0,0,0,0,19.34021615,15
65,41,37,84,62,70,13,97,45,28,76,60,2,33,99,0,0,0,0,0,24.6512234,15
10,2,34,96,47,82,76,13,15,8,25,84,47,63,32,0,0,0,0,0,23.40287468,15
70,76,27,77,30,29,10,64,93,17,23,99,31,7,50,0,0,0,0,0,21.13806164,15
38,85,39,71,31,62,14,75,12,88,7,51,49,62,96,0,0,0,0,0,20.46615791,15
56,60,67,22,87,43,2,43,45,86,68,48,76,78,95,0,0,0,0,0,20.57033838,15
52,6,20,78,24,78,43,79,52,5,15,96,61,92,42,0,0,0,0,0,23.96298168,15
39,99,2,29,42,22,46,33,24,5,68,22,41,54,85,0,0,0,0,0,18.36985234,15
96,41,88,9,40,3,24,70,62,76,6,23,39,72,17,0,0,0,0,0,22.17385474,15
24,73,12,2,49,79,61,31,48,33,69,60,72,25,46,0,0,0,0,0,24.03179443,15
82,1,47,23,77,57,57,10,54,87,68,71,59,75,18,0,0,0,0,0,22.7597386,15
87,61,48,39,10,23,51,93,78,31,9,50,85,75,44,0,0,0,0,0,25.67033756,15
83,16,37,15,47,23,53,3,48,62,60,84,40,66,34,0,0,0,0,0,17.70767586,15
59,95,22,27,75,20,15,99,71,62,27,73,37,59,11,0,0,0,0,0,20.78791843,15
82,40,33,8,2,16,68,38,76,11,64,12,44,71,48,0,0,0,0,0,21.70799847,15
22,3,1,62,48,88,85,96,14,1,74,14,23,19,20,0,0,0,0,0,26.23755574,15
25,90,43,87,14,84,70,27,95,4,64,70,11,79,73,0,0,0,0,0,21.50750247,15
17,93,30,62,98,42,93,35,54,44,82,84,62,23,7,0,0,0,0,0,26.27082395,15
99,43,66,66,10,21,33,69,79,24,23,19,40,51,9,0,0,0,0,0,19.27015446,15
6,38,40,95,88,60,43,57,54,29,96,59,70,67,53,0,0,0,0,0,24.43044084,15
45,80,72,31,51,52,2,61,64,53,53,8,85,91,79,0,0,0,0,0,19.12177339,15
43,52,75,82,37,69,1,88,31,14,5,49,24,6,57,0,0,0,0,0,20.67036349,15
11,97,72,65,49,71,10,47,92,56,60,81,43,87,71,0,0,0,0,0,20.08573401,15
46,31,80,22,70,93,22,96,99,20,79,72,8,80,69,0,0,0,0,0,27.47192295,15
94,25,41,45,96,8,22,93,72,10,54,72,81,12,95,0,0,0,0,0,26.7211018,15
32,35,75,1,33,1,9,85,52,91,49,67,5,82,6,0,0,0,0,0,20.80178837,15
91,19,6,70,86,93,14,91,35,16,4,56,69,49,57,0,0,0,0,0,20.12649349,15
50,91,93,16,22,81,99,84,79,44,74,23,73,76,69,0,0,0,0,0,25.39007786,15
68,95,53,11,44,19,15,42,17,64,46,8,21,20,37,0,0,0,0,0,25.93230087,15
6,56,56,14,61,74,52,46,56,6,76,26,98,84,10,0,0,0,0,0,25.62464186,15
55,86,79,87,43,87,53,90,85,4,28,63,71,26,80,0,0,0,0,0,22.59384725,15
17,61,23,46,69,52,73,82,54,27,79,81,56,77,61,0,0,0,0,0,29.10993257,15
53,88,95,73,22,33,69,40,94,53,58,44,12,56,52,0,0,0,0,0,25.92437322,15
83,97,99,76,78,73,63,19,42,64,32,72,41,3,39,0,0,0,0,0,25.31240883,15
45,29,90,26,53,14,32,50,29,76,15,5,57,9,57,0,0,0,0,0,26.30962251,15
51,2,52,2,65,72,3,80,83,90,88,66,85,22,95,0,0,0,0,0,21.67426834,15
80,28,11,16,8,54,74,54,56,67,11,30,23,15,91,0,0,0,0,0,23.46198418,15
15,6,40,85,5,5,48,36,57,94,97,14,5,62,55,0,0,0,0,0,20.127438,15
31,3,32,86,5,29,80,69,86,55,19,96,38,47,22,0,0,0,0,0,22.4011758,15
12,45,38,90,80,22,65,95,24,64,64,17,18,63,77,0,0,0,0,0,23.66505634,15
73,12,75,17,98,15,89,78,77,100,81,89,86,57,91,0,0,0,0,0,22.92973675,15
57,37,71,86,87,93,24,45,13,22,17,66,59,90,4,0,0,0,0,0,22.0063592,15
15,17,28,99,11,84,90,55,30,81,97,32,50,74,70,0,0,0,0,0,21.66021031,15
54,69,59,97,94,100,100,40,28,44,41,58,46,89,19,0,0,0,0,0,26.39393931,15
6,75,42,24,61,76,94,89,36,61,48,7,87,78,24,0,0,0,0,0,24.12799498,15
84,75,29,58,78,82,96,17,93,51,11,73,71,40,54,0,0,0,0,0,21.016961,15
97,87,3,26,43,80,69,96,32,14,41,65,53,78,23,0,0,0,0,0,24.19198955,15
4,92,96,47,24,73,31,77,93,12,14,43,54,5,52,0,0,0,0,0,22.5033851,15
83,8,80,27,74,48,6,16,43,48,90,45,65,33,49,0,0,0,0,0,20.53081313,15
12,96,79,7,96,65,8,40,48,7,31,83,12,15,82,0,0,0,0,0,19.97833237,15
69,40,79,81,83,89,60,78,62,6,54,27,24,87,42,0,0,0,0,0,22.66888403,15
56,46,56,34,77,45,92,30,62,75,9,7,19,29,23,0,0,0,0,0,28.86974008,15
58,98,49,52,46,14,95,16,39,19,46,47,40,11,42,0,0,0,0,0,21.66766869,15
30,16,24,14,57,96,37,39,28,36,47,77,87,54,26,0,0,0,0,0,22.48799304,15
16,10,70,10,24,89,51,85,4,63,26,75,71,24,28,0,0,0,0,0,21.68299235,15
90,30,10,40,92,45,38,27,41,36,99,87,87,44,31,0,0,0,0,0,19.26074625,15
2,71,84,9,55,89,38,7,31,33,83,63,75,4,87,0,0,0,0,0,22.56521258,15
19,31,42,12,40,26,54,87,81,76,5,58,69,36,95,0,0,0,0,0,19.16443179,15
62,88,30,25,82,64,37,57,85,52,28,30,13,32,31,0,0,0,0,0,22.68488935,15
60,12,51,42,41,94,64,55,100,37,53,78,58,55,63,0,0,0,0,0,25.17021491,15
17,3,13,95,47,66,36,18,49,45,81,81,32,40,19,0,0,0,0,0,23.39965097,15
21,53,53,59,64,83,88,99,89,73,92,11,40,72,88,0,0,0,0,0,23.47383677,15
26,12,24,2,45,79,44,25,50,57,46,76,70,57,15,0,0,0,0,0,25.09821748,15
69,51,2,30,47,1,73,47,56,35,5,71,76,85,21,0,0,0,0,0,22.66963946,15
11,73,17,54,47,39,20,16,22,43,95,29,61,80,94,0,0,0,0,0,21.83292747,15
2,68,24,65,96,12,31,9,13,14,88,60,36,97,93,0,0,0,0,0,19.72639967,15
11,55,66,75,47,97,30,2,61,55,4,29,96,22,43,0,0,0,0,0,23.60999674,15
45,75,49,54,55,28,92,34,92,86,97,76,96,72,66,0,0,0,0,0,23.60667446,15
83,83,58,52,79,55,11,20,19,95,78,46,49,21,74,0,0,0,0,0,28.96318992,15
11,34,48,2,72,97,31,9,71,76,50,70,43,78,18,0,0,0,0,0,20.79112633,15
52,4,63,15,98,71,64,46,63,50,99,34,35,52,25,0,0,0,0,0,22.11794003,15
27,21,72,68,61,9,90,100,8,11,63,4,48,40,19,0,0,0,0,0,27.89570189,15
92,94,94,9,34,46,10,87,49,81,80,25,93,87,33,0,0,0,0,0,20.27036419,15
37,37,38,84,76,39,57,74,29,32,85,14,3,27,64,0,0,0,0,0,22.93506346,15
26,38,23,14,47,30,3,44,48,56,96,59,78,89,27,0,0,0,0,0,21.40945636,15
74,31,98,93,58,13,75,65,5,30,76,78,18,18,77,0,0,0,0,0,19.29175674,15
60,5,97,46,91,12,96,70,12,67,90,60,15,82,91,0,0,0,0,0,19.4377478,15
20,46,27,9,90,45,23,88,94,79,49,87,89,29,26,0,0,0,0,0,24.09159721,15
13,51,77,98,97,72,98,46,76,97,92,32,32,51,49,0,0,0,0,0,23.50751775,15
17,53,8,68,49,62,82,98,46,30,79,62,92,15,35,0,0,0,0,0,24.65507397,15
30,89,37,100,35,4,18,41,65,65,11,42,42,82,69,0,0,0,0,0,19.7196261,15
86,75,16,22,60,47,74,2,90,75,22,28,97,71,17,0,0,0,0,0,17.46909485,15
25,25,38,4,49,21,27,58,97,31,7,3,16,38,81,0,0,0,0,0,19.44832148,15
45,90,33,72,34,8,97,65,5,30,15,67,33,56,41,0,0,0,0,0,19.64381112,15
13,30,32,20,14,54,65,66,26,57,80,41,76,23,16,0,0,0,0,0,23.86062212,15
80,65,97,31,23,54,13,34,79,47,75,4,21,35,9,0,0,0,0,0,25.18438426,15
53,51,44,7,51,30,99,11,53,76,31,85,10,37,25,0,0,0,0,0,23.9289631,15
92,98,55,25,17,65,56,65,79,47,96,60,5,47,4,0,0,0,0,0,27.5665711,15
10,50,15,43,98,85,2,25,51,17,60,82,6,30,30,0,0,0,0,0,22.00745028,15
77,55,6,3,25,66,8,94,2,24,27,13,70,56,14,0,0,0,0,0,18.10730437,15
81,34,98,6,86,71,25,52,97,85,56,92,54,54,56,0,0,0,0,0,22.4704647,15
3,30,24,95,4,21,7,58,75,43,72,57,47,91,71,0,0,0,0,0,21.45116322,15
7,96,43,88,89,56,57,35,52,27,87,38,75,42,44,0,0,0,0,0,19.52155859,15
81,76,3,88,55,25,75,66,14,70,79,61,41,42,85,0,0,0,0,0,19.92803167,15
4,86,92,43,69,34,14,33,76,21,29,64,31,43,61,0,0,0,0,0,21.19562341,15
64,63,95,53,11,32,89,16,83,61,6,3,29,18,100,0,0,0,0,0,17.93885962,15
86,57,10,46,10,2,83,93,81,7,10,13,100,92,26,0,0,0,0,0,21.53282501,15
85,80,97,24,2,47,4,72,6,48,47,80,91,48,57,0,0,0,0,0,19.02747356,15
64,26,38,92,70,92,15,88,5,81,46,77,100,75,13,0,0,0,0,0,22.5958764,15
61,80,42,44,92,84,33,4,53,1,41,4,37,33,26,0,0,0,0,0,22.82806543,15
73,69,30,59,65,9,28,19,83,44,100,90,46,20,10,0,0,0,0,0,27.55817795,15
84,97,99,11,90,56,72,43,73,8,3,44,31,94,81,0,0,0,0,0,27.68616129,15
90,49,65,95,47,100,37,24,11,47,92,64,51,89,80,0,0,0,0,0,25.09547442,15
78,5,64,54,71,49,74,35,93,11,5,81,19,33,44,0,0,0,0,0,19.99595543,15
48,71,70,24,79,12,70,25,23,80,58,64,54,69,55,0,0,0,0,0,28.11911225,15
29,61,49,34,33,64,88,9,99,10,48,11,35,92,64,0,0,0,0,0,16.4317258,15
45,26,74,79,54,82,1,76,19,64,88,10,78,72,94,0,0,0,0,0,25.68342508,15
5,88,62,97,70,10,55,30,98,77,40,73,37,28,30,0,0,0,0,0,20.22604097,15
29,69,82,18,88,93,34,57,7,6,9,34,92,83,57,0,0,0,0,0,21.44582306,15
1,4,64,30,21,47,56,5,4,40,84,64,90,92,30,0,0,0,0,0,28.19154889,15
28,68,5,18,41,18,100,29,68,17,54,33,74,95,45,0,0,0,0,0,24.69439114,15
19,98,44,57,18,62,10,91,60,98,88,3,26,30,100,0,0,0,0,0,23.54063477,15
90,47,55,93,38,12,60,37,63,38,17,59,3,56,37,0,0,0,0,0,22.00633209,15
100,87,25,58,4,57,48,71,66,31,23,12,98,79,27,0,0,0,0,0,20.63248092,15
22,93,33,59,61,20,17,79,39,21,14,60,12,65,1,0,0,0,0,0,23.1078587,15
84,97,21,87,66,34,5,54,6,60,59,18,54,50,18,0,0,0,0,0,19.04311361,15
11,87,27,73,9,97,83,92,87,44,97,5,37,100,14,0,0,0,0,0,21.3642583,15
100,56,25,96,31,91,33,55,48,19,13,100,75,6,83,0,0,0,0,0,17.54526748,15
49,25,1,71,47,93,5,44,36,24,59,67,57,90,13,0,0,0,0,0,24.81077811,15
91,35,37,47,11,97,75,13,39,60,43,85,91,41,27,0,0,0,0,0,18.62411016,15
31,80,21,90,49,66,54,96,18,94,27,87,39,6,44,0,0,0,0,0,20.77648998,15
47,9,19,28,69,19,11,80,81,67,78,70,20,95,75,0,0,0,0,0,29.65429195,15
62,22,46,88,75,1,12,46,59,11,85,57,72,1,66,0,0,0,0,0,24.82701958,15
15,71,39,96,58,28,40,2,25,85,14,5,67,93,79,0,0,0,0,0,20.94626996,15
71,9,64,55,28,81,98,28,90,45,95,50,69,59,8,0,0,0,0,0,20.49500339,15
58,19,88,80,33,20,20,17,84,58,5,91,86,31,30,0,0,0,0,0,18.45286018,15
93,23,7,43,75,89,9,99,6,6,27,70,34,58,26,0,0,0,0,0,15.58558786,15
31,28,14,78,96,81,88,78,23,69,98,4,73,57,95,0,0,0,0,0,23.86828703,15
52,19,47,41,5,97,27,51,26,68,82,35,68,56,18,0,0,0,0,0,20.92599688,15
5,90,77,14,48,54,1,4,65,67,43,59,44,62,45,0,0,0,0,0,23.15454653,15
36,63,52,46,83,19,3,96,39,83,11,49,87,25,51,0,0,0,0,0,27.08831718,15
58,19,54,33,69,95,98,20,1,53,57,9,71,69,77,0,0,0,0,0,26.72933503,15
16,54,49,20,46,21,47,26,61,51,67,74,93,92,41,0,0,0,0,0,27.82154638,15
83,36,12,81,46,77,87,34,48,30,51,34,20,30,29,0,0,0,0,0,19.23895914,15
54,64,89,3,99,20,57,5,2,94,9,51,66,35,17,0,0,0,0,0,20.32160641,15
27,68,90,69,46,83,1,30,2,1,80,75,47,67,58,0,0,0,0,0,27.11361253,15
4,75,93,92,46,35,92,89,23,49,5,75,93,33,4,0,0,0,0,0,24.18167277,15
81,99,61,67,37,49,6,34,66,71,90,39,75,46,13,0,0,0,0,0,19.00235221,15
26,39,89,70,79,100,50,62,94,52,26,15,94,77,17,0,0,0,0,0,20.49652386,15
57,33,48,69,48,44,12,35,68,77,46,12,1,17,65,0,0,0,0,0,22.00832683,15
70,2,68,10,79,55,16,98,4,75,26,66,39,53,65,0,0,0,0,0,23.36537792,15
35,13,4,99,59,85,41,80,50,59,19,3,20,78,4,0,0,0,0,0,21.06555975,15
96,74,10,32,14,51,92,49,86,90,9,62,55,90,57,0,0,0,0,0,23.33676759,15
79,84,90,40,81,80,77,2,40,1,10,17,93,36,48,0,0,0,0,0,20.69280164,15
52,83,83,45,42,65,4,58,66,95,76,5,5,36,3,0,0,0,0,0,24.11471075,15
19,11,63,92,68,9,2,21,6,5,79,79,9,67,89,0,0,0,0,0,25.75715015,15
35,18,38,59,17,14,52,89,74,99,3,66,85,29,98,0,0,0,0,0,18.862181,15
57,84,55,50,56,2,90,97,64,85,94,21,87,87,94,0,0,0,0,0,29.29639473,15
20,66,13,74,32,20,22,64,30,11,6,60,80,13,78,0,0,0,0,0,22.24006079,15
44,94,26,9,54,46,20,42,74,61,24,76,12,38,64,0,0,0,0,0,23.6391411,15
51,96,91,92,29,87,73,47,77,97,15,75,82,18,33,0,0,0,0,0,18.78824051,15
34,74,41,99,26,73,13,47,1,84,47,29,47,17,45,0,0,0,0,0,25.95625211,15
65,37,94,76,22,96,98,48,1,22,32,68,29,84,3,0,0,0,0,0,23.77140093,15
53,13,82,81,71,15,10,49,68,59,98,2,26,27,18,0,0,0,0,0,18.68460387,15
66,96,33,39,36,79,94,39,45,14,40,16,80,50,54,0,0,0,0,0,22.25771032,15
5,30,28,70,77,37,34,89,37,54,35,36,13,31,33,0,0,0,0,0,20.44594128,15
66,100,48,67,2,40,20,21,67,8,71,65,36,100,45,0,0,0,0,0,27.78556277,15
5,61,62,75,63,26,5,28,10,42,62,55,95,40,39,0,0,0,0,0,25.36706572,15
99,44,62,61,76,68,22,98,5,69,50,26,54,55,64,0,0,0,0,0,24.09396562,15
30,86,4,75,92,27,11,59,36,45,52,38,16,41,81,0,0,0,0,0,25.41287154,15
52,64,30,99,65,74,39,7,38,5,13,88,22,90,2,0,0,0,0,0,17.89385265,15
91,31,47,17,4,89,43,27,8,24,55,12,98,58,26,0,0,0,0,0,17.50022287,15
52,82,60,31,43,81,35,55,73,92,82,7,79,15,76,0,0,0,0,0,22.88099966,15
19,54,89,6,37,66,21,17,99,32,2,26,81,36,48,0,0,0,0,0,24.01513229,15
60,28,34,48,100,14,41,62,26,58,64,72,83,20,41,0,0,0,0,0,22.078424,15
90,81,69,11,30,44,3,29,87,13,58,25,32,4,30,0,0,0,0,0,24.80445322,15
15,73,37,45,87,74,7,62,19,42,66,96,36,70,61,0,0,0,0,0,21.64396013,15
14,72,19,25,71,11,98,21,47,60,48,99,13,11,56,0,0,0,0,0,21.89702605,15
2,25,57,72,73,92,56,30,97,53,13,59,29,28,21,0,0,0,0,0,30.07758527,15
98,92,23,10,7,3,19,18,24,46,1,63,95,1,69,0,0,0,0,0,23.2602387,15
58,1,27,36,32,83,99,92,71,88,16,27,40,41,10,0,0,0,0,0,21.31470068,15
24,37,99,79,75,18,73,97,56,73,53,53,20,41,10,0,0,0,0,0,28.17264133,15
17,90,28,60,54,78,30,93,56,67,83,37,100,21,76,0,0,0,0,0,28.76694337,15
15,90,95,3,16,96,76,14,9,30,41,71,46,12,19,0,0,0,0,0,23.07472433,15
87,22,96,15,16,76,95,10,61,7,85,82,26,100,87,0,0,0,0,0,20.31328986,15
45,41,41,5,36,83,83,89,15,95,77,36,13,56,27,0,0,0,0,0,20.06064112,15
95,23,1,21,32,94,88,8,88,52,16,56,39,47,68,0,0,0,0,0,25.78154567,15
16,96,13,85,29,36,35,30,94,20,18,18,22,79,55,0,0,0,0,0,21.74564247,15
22,39,27,90,73,12,75,69,79,29,68,5,84,73,94,0,0,0,0,0,21.9527863,15
35,45,67,5,60,48,44,3,15,78,85,59,63,46,57,0,0,0,0,0,24.84855517,15
34,82,59,9,99,63,71,28,46,45,82,6,74,100,33,0,0,0,0,0,19.79578407,15
18,1,85,12,7,66,83,55,54,46,63,46,100,46,66,0,0,0,0,0,31.68343414,15
78,3,12,75,44,34,87,45,27,25,31,27,99,96,64,0,0,0,0,0,18.21020586,15
37,33,57,74,66,68,94,33,25,57,70,85,83,47,7,0,0,0,0,0,30.85356616,15
50,59,46,88,22,94,66,96,97,100,45,94,82,45,49,0,0,0,0,0,25.00579593,15
32,65,69,42,18,42,12,90,3,82,31,78,19,100,82,0,0,0,0,0,21.59256839,15
83,43,97,44,31,23,58,55,13,44,69,87,77,78,58,0,0,0,0,0,19.26735537,15
31,20,89,46,53,24,27,50,52,86,41,86,33,71,49,0,0,0,0,0,21.49918604,15
37,62,75,68,40,50,99,70,12,66,25,91,57,42,81,0,0,0,0,0,26.61880732,15
5,81,84,68,22,73,8,11,4,68,30,58,15,78,3,0,0,0,0,0,25.70774624,15
85,24,78,78,39,46,99,52,52,87,17,82,55,68,51,0,0,0,0,0,19.08068342,15
10,67,44,31,91,5,22,89,33,27,48,56,31,78,30,0,0,0,0,0,23.20724618,15
9,33,26,20,61,10,23,83,36,7,61,56,78,94,47,0,0,0,0,0,23.60567868,15
46,59,29,1,36,84,73,47,63,67,32,9,4,6,80,0,0,0,0,0,25.20400509,15
69,61,75,33,100,24,54,43,6,10,84,28,36,39,12,0,0,0,0,0,26.58965064,15
54,83,74,62,4,75,27,14,44,8,12,91,91,19,4,0,0,0,0,0,21.08272438,15
80,67,32,59,35,61,21,60,60,1,30,87,16,52,42,0,0,0,0,0,19.94455322,15
54,25,54,14,6,28,17,55,63,38,16,41,83,47,19,0,0,0,0,0,20.41672947,15
10,3,63,46,97,14,28,32,2,11,33,68,9,27,47,0,0,0,0,0,25.97651806,15
3,33,38,44,45,38,47,52,82,55,19,18,48,92,73,0,0,0,0,0,24.40455623,15
41,75,73,87,41,35,83,63,75,71,94,27,32,28,1,0,0,0,0,0,25.69656805,15
56,46,68,87,25,2,73,42,4,94,43,89,37,54,76,0,0,0,0,0,29.02116354,15
66,45,32,35,41,67,24,19,74,54,62,66,46,95,87,0,0,0,0,0,27.37171197,15
66,99,43,30,87,30,8,73,17,83,72,18,63,7,12,0,0,0,0,0,17.70433669,15
71,94,25,98,17,83,97,12,81,91,84,76,60,45,72,0,0,0,0,0,27.17451865,15
13,15,63,44,73,86,34,84,75,81,22,23,7,17,77,0,0,0,0,0,20.92643748,15
85,99,37,13,83,84,33,22,91,60,9,21,90,5,62,0,0,0,0,0,19.66861192,15
7,70,94,42,69,10,61,83,3,98,67,67,55,53,80,0,0,0,0,0,25.42633218,15
44,71,45,76,78,37,82,85,57,85,62,58,84,13,19,0,0,0,0,0,24.69420539,15
77,37,66,57,34,79,59,97,86,17,66,47,96,70,42,0,0,0,0,0,22.64922683,15
15,45,69,58,38,36,34,28,49,99,17,43,21,54,42,0,0,0,0,0,21.71761682,15
84,62,40,95,88,31,1,58,60,94,79,67,5,25,93,0,0,0,0,0,26.37251437,15
54,86,4,31,71,37,25,83,12,18,88,5,63,71,56,0,0,0,0,0,21.33678549,15
84,90,99,62,60,31,75,50,24,31,37,78,1,11,86,0,0,0,0,0,25.93111827,15
73,15,28,60,88,68,48,92,9,86,92,74,14,66,85,0,0,0,0,0,21.72217808,15
94,50,64,5,42,19,35,74,2,9,92,88,69,94,21,0,0,0,0,0,27.99526044,15
91,83,13,10,35,22,95,42,56,10,35,7,74,83,66,0,0,0,0,0,24.64648561,15
63,51,16,99,60,87,29,76,94,63,49,57,82,29,71,0,0,0,0,0,24.59160582,15
72,10,49,7,24,40,22,72,24,35,3,89,31,17,53,0,0,0,0,0,20.47967972,15
46,44,77,59,42,84,54,31,68,80,13,54,45,38,55,0,0,0,0,0,27.48077598,15
63,82,57,82,75,54,95,76,3,8,97,82,23,8,31,0,0,0,0,0,25.60523805,15
25,98,5,93,13,42,52,68,64,16,74,91,25,48,22,0,0,0,0,0,25.18126917,15
63,6,32,75,74,80,62,35,58,36,83,67,85,7,83,0,0,0,0,0,20.61934691,15
5,60,59,95,84,8,12,82,74,54,30,93,77,80,77,0,0,0,0,0,23.00116511,15
77,87,86,71,78,15,29,96,51,63,58,69,58,67,98,0,0,0,0,0,19.26606309,15
55,74,37,57,94,2,44,66,3,37,68,56,5,65,59,0,0,0,0,0,23.89911571,15
8,25,7,70,95,29,30,66,8,2,8,22,83,60,84,0,0,0,0,0,20.57449686,15
29,5,96,36,51,39,88,97,87,79,3,16,82,34,21,0,0,0,0,0,22.3906663,15
20,37,80,4,92,16,67,42,63,7,24,35,49,65,35,0,0,0,0,0,17.35600823,15
77,65,77,44,37,13,94,47,7,83,85,62,8,64,100,0,0,0,0,0,20.76783532,15
91,3,74,13,45,58,53,83,83,40,43,20,19,32,24,0,0,0,0,0,23.75078936,15
57,89,65,80,46,53,52,29,91,55,18,12,26,87,66,0,0,0,0,0,21.90520043,15
85,80,33,50,99,100,22,32,62,94,80,21,4,7,81,0,0,0,0,0,23.75458946,15
15,3,60,49,97,34,3,22,94,51,36,67,41,23,41,0,0,0,0,0,26.84853663,15
53,33,62,48,86,20,17,55,57,80,45,13,72,77,66,0,0,0,0,0,22.51831219,15
12,70,83,42,65,69,65,78,1,94,13,26,21,72,88,0,0,0,0,0,24.75527955,15
62,59,97,21,48,72,16,31,63,57,72,17,88,15,70,0,0,0,0,0,18.49019539,15
83,5,5,80,76,43,45,95,60,71,74,41,39,61,25,0,0,0,0,0,21.07849697,15
49,16,73,15,19,44,13,80,6,64,17,90,35,33,21,0,0,0,0,0,18.8273841,15
83,56,69,18,36,75,23,64,22,76,29,88,2,54,57,0,0,0,0,0,27.44346552,15
71,81,1,37,12,43,67,84,2,14,98,64,29,49,73,0,0,0,0,0,19.61705343,15
21,23,37,68,77,30,5,1,82,22,48,4,24,27,8,0,0,0,0,0,24.52376855,15
47,44,2,45,52,53,31,57,81,8,89,29,56,51,34,0,0,0,0,0,29.13928213,15
49,37,62,18,86,65,62,85,53,78,23,88,47,100,13,0,0,0,0,0,25.09683069,15
42,97,22,69,100,66,22,65,3,1,4,94,50,49,30,0,0,0,0,0,27.09161927,15
5,2,60,51,89,100,75,32,19,15,52,30,31,4,60,0,0,0,0,0,24.89800689,15
49,8,42,46,89,15,8,58,45,76,58,34,28,52,9,0,0,0,0,0,21.75417,15
30,84,17,85,62,48,76,87,87,95,95,92,22,39,57,0,0,0,0,0,22.34841924,15
57,61,38,3,24,30,96,34,42,49,36,71,89,91,91,0,0,0,0,0,19.28323235,15
45,17,53,75,98,15,2,49,72,41,15,11,50,42,89,0,0,0,0,0,20.71252889,15
24,2,60,69,88,33,34,54,69,23,39,37,44,89,8,0,0,0,0,0,24.50612146,15
7,6,73,82,63,49,66,16,55,5,3,17,6,28,78,0,0,0,0,0,20.31190414,15
47,81,91,16,14,82,98,29,54,7,51,65,77,9,95,0,0,0,0,0,15.43330068,15
65,41,20,23,4,77,77,81,74,28,62,24,11,23,41,0,0,0,0,0,23.45318101,15
17,49,58,71,29,71,13,77,56,67,93,11,77,61,74,0,0,0,0,0,25.40138426,15
76,81,25,28,17,28,36,61,7,96,97,11,49,45,40,0,0,0,0,0,25.5365757,15
36,38,44,49,38,70,14,15,1,35,32,28,22,77,38,0,0,0,0,0,17.59503723,15
65,31,68,47,100,17,41,70,61,96,13,42,54,97,52,0,0,0,0,0,23.1008295,15
61,36,66,32,3,85,42,82,62,12,95,57,83,95,59,0,0,0,0,0,25.16494129,15
45,100,9,22,33,89,52,9,62,30,47,87,4,67,55,0,0,0,0,0,24.07476922,15
